Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
fanta-500ml-china-grape,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0955/7111/6310/files/3fa93a3ff0aad138861ff294e4c69b9d9d54521bfa99792d5672da3f82d8b0f6_d0647259-a7fd-44f6-822d-66ef467e518d.png?v=1757014606,4,"",,,,,,,,
fanta-500ml-china-grape,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0955/7111/6310/files/2c3a40cfbc97f9d6b41e53292bcd854f824bd0c99628293a20a07afd2125e576_350de4ad-f842-468f-b9ea-3eb6f2c2ee6c.jpg?v=1757014606,5,"",,,,,,,,
fanta-500ml-china-grape,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0955/7111/6310/files/ac37e3815edbbba503e619ca0c77b795d0684c91cfdcb744598a18889ca4e36d_961c0a57-1c6d-451b-9f2a-9083d09eebda.jpg?v=1757014606,6,"",,,,,,,,
fanta-500ml-china-grape,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0955/7111/6310/files/d035a8ac1073291c91331e4a4455134fa882283dfbc5ef386f934e9d6917051c_876f6616-0932-4610-b306-9619020ee29e.png?v=1757014606,7,"",,,,,,,,
fanta-500ml-china-watermelon,Fanta 500ml (CHINA): Watermelon,"500ml x 12 (PRODUCT OF CHINA)

Discover the vibrant flavors of Fanta imported directly from China. Stock up wholesale and infuse your shelves with the zestful taste that customers adore. Elevate your beverage selection with this beloved international favorite. Order now to quench thirsts and delight taste buds alike!

*CONSUMER PRODUCTS FROM CHINA ARE LABELED WITH PRODUCTION DATES, NOT EXPIRATION. PLEASE REFER TO THE LABEL FOR PRODUCT SHELF LIFE*",Worldwide Snacks INC,,"","",false,Title,Default Title,,,,,,,,,0.0,shopify,0,deny,manual,5.00,,true,true,,https://cdn.shopify.com/s/files/1/0955/7111/6310/files/ac37e3815edbbba503e619ca0c77b795d0684c91cfdcb744598a18889ca4e36d.jpg?v=1757014602,1,"",false,,,,lb,,2.50,draft
fanta-500ml-china-watermelon,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0955/7111/6310/files/072dab85dc7093a56fa82b7dddd76872c4a0bfb9b7474c810b5b764f07c6b606.png?v=1757014604,2,"",,,,,,,,
fanta-500ml-china-watermelon,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0955/7111/6310/files/7ce486d47849fb38f683f5a662a9b6dcd5cb3461d9e31fa4a1477bc9648a6058.jpg?v=1757014603,3,"",,,,,,,,
fanta-500ml-china-watermelon,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0955/7111/6310/files/3fa93a3ff0aad138861ff294e4c69b9d9d54521bfa99792d5672da3f82d8b0f6.png?v=1757014604,4,"",,,,,,,,
fanta-500ml-china-watermelon,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0955/7111/6310/files/2c3a40cfbc97f9d6b41e53292bcd854f824bd0c99628293a20a07afd2125e576.jpg?v=1757014603,5,"",,,,,,,,
fanta-500ml-china-watermelon,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0955/7111/6310/files/be582b967ae5e89218b679a09536594f08754ac37cac45412f4be2b1089e2123.jpg?v=1757014604,6,"",,,,,,,,
fanta-500ml-china-watermelon,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0955/7111/6310/files/d035a8ac1073291c91331e4a4455134fa882283dfbc5ef386f934e9d6917051c.png?v=1757014604,7,"",,,,,,,,
ritz-73g-77g-south-korea-white,Ritz 73g-77g (SOUTH KOREA): White,"73g-77g x 24 (PRODUCT OF SOUTH KOREA)

Delight your customers with the luxurious and unique taste of Exotic Ritz Cookies, imported directly from Korea. These gourmet treats elevate the classic Ritz cracker with an exotic twist, blending premium ingredients to create an irresistible flavor experience. Perfect for specialty food stores, gift shops, and upscale grocery retailers, these cookies are a must-have addition to your product lineup",Worldwide Snacks INC,,"","",false,Title,Default Title,,,,,,,,,2721.55422,shopify,0,deny,manual,5.00,,true,true,,https://cdn.shopify.com/s/files/1/0955/7111/6310/files/404264a81016c0493c4b47f7981551b187c0eee74b6f448f1dac4637660abda3.png?v=1757014600,1,"",false,,,,lb,,2.50,draft
ritz-73g-77g-south-korea-white,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0955/7111/6310/files/e0713314d790ce8bbb17675885b8698fbcfc65af171327aaa5fd4833a94a9743.png?v=1757014601,2,"",,,,,,,,
ritz-73g-77g-south-korea-white,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0955/7111/6310/files/ae7396ebbb8d2570d847874a2e15f1e9c25256cd788a4ea34b4d01ba60982381.png?v=1757014601,3,"",,,,,,,,
ritz-73g-77g-south-korea-white,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0955/7111/6310/files/8d861371356a784d099d49c9b4e89b13389a7940f09c4f34d5bc9c4345c27e3b.png?v=1757014601,4,"",,,,,,,,
cheetos-guilty-cheese-60g-japan,Cheetos Guilty Cheese 60g (JAPAN),"Indulge your customers with Cheetos Guilty Cheese, a Japan-exclusive snack that delivers an irresistibly bold cheese experience! These crunchy corn puffs, packed in 60g bags, are coated with a rich, savory blend of creamy cheese that’s both intense and addictive. Crafted for cheese lovers, this limited-edition treat offers a decadent flavor profile with a satisfying crunch, making it a must-have for snack enthusiasts seeking a taste of Japan’s unique spin on a classic. Perfect for retail shelves, specialty food stores, or as a standout in global snack collections, Cheetos Guilty Cheese is ideal for solo snacking or pairing with dips for an elevated experience. Add this indulgent import to your lineup and watch it become a customer favorite!",Worldwide Snacks INC,,"","",false,Title,Default Title,,,,,,,,,0.0,shopify,0,deny,manual,5.00,,true,true,,https://cdn.shopify.com/s/files/1/0955/7111/6310/files/d1170f5efab2469981b97dc56f9786d4ce0d4faef5fbf7653415087fcecdfcbb.png?v=1757014598,1,"",false,,,,lb,,2.50,draft
oreo-80g-100g-south-korea-strawberry-creme,Oreo 80g-100g (SOUTH KOREA): Strawberry Creme,"80g-100g x 24 (PRODUCT OF SOUTH KOREA)

Introducing our best-selling Oreos imported from Korea! These iconic cookies are a must-have for any snack aisle. Stock up wholesale and keep your shelves stacked with the irresistible flavors that customers love. Don't miss out on satisfying cravings with every creamy, chocolaty bite. Order now and watch them fly off the shelves!",Worldwide Snacks INC,,"","",false,Title,Default Title,,,,,,,,,0.0,shopify,0,deny,manual,5.00,,true,true,,https://cdn.shopify.com/s/files/1/0955/7111/6310/files/704ef1c377bfa8b80d23985fbb7c4343ee8722fc5525cffe77ecf4df9e0260d1_a66a2a74-05e8-485c-a242-b61efed16695.png?v=1757014595,1,"",false,,,,lb,,2.50,draft
oreo-80g-100g-south-korea-strawberry-creme,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0955/7111/6310/files/db6b6c4b526b7456ccb2c0923891147a30da85d623d7f0891e5e4d00f9dc4d20_eaa8d06e-3c16-4fcb-8a67-7da97d09e85a.png?v=1757014597,2,"",,,,,,,,
oreo-80g-100g-south-korea-strawberry-creme,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0955/7111/6310/files/bc8895583c7787dd597ced0588f1576a8ddcca4d058a7e8f1eed991a3f772831_1b9698e3-0580-41aa-bef2-9fe4794ae6c8.png?v=1757014597,3,"",,,,,,,,
oreo-80g-100g-south-korea-strawberry-creme,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0955/7111/6310/files/d5e7e73638433a3f48f7c87546010319314f2586190e7d201ed03fcd3bf145ac_bebd1667-0537-46f3-a5e3-4cda32799df7.png?v=1757014597,4,"",,,,,,,,
oreo-80g-100g-south-korea-strawberry-creme,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0955/7111/6310/files/a1f2c6667c1d575a777acf0ecacb8e8a05bedf57461321083ee367d01713e57e_d28501e1-97c6-425e-b503-a9f089e0c7bd.png?v=1757014596,5,"",,,,,,,,
oreo-80g-100g-south-korea-strawberry-creme,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0955/7111/6310/files/ce1a089e38e5ff0e1143fba81cb65befdfe463fdc1ee8e9a8acd051c3be2a714_d2c012c4-e730-4aa1-a04d-a6b833b7bfd8.png?v=1757014597,6,"",,,,,,,,
oreo-80g-100g-south-korea-strawberry-creme,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0955/7111/6310/files/069543b7f1f1a1e5df003d5a1a38d618fab632b7e273f21c728acf4ea0287d0f_4b0e35cb-1061-4414-8376-79b1652812ad.jpg?v=1757014597,7,"",,,,,,,,
oreo-80g-100g-south-korea-strawberry-creme,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0955/7111/6310/files/320d582e9a62d056ce8b6c4b17c09fd1da0354f53084d419b7f06b558b50b515_023d74e5-2ab3-4ad5-ba69-454f97d9f244.jpg?v=1757014597,8,"",,,,,,,,
oreo-80g-100g-south-korea-cinnamon-bun,Oreo 80g-100g (SOUTH KOREA): Cinnamon Bun,"80g-100g x 24 (PRODUCT OF SOUTH KOREA)

Introducing our best-selling Oreos imported from Korea! These iconic cookies are a must-have for any snack aisle. Stock up wholesale and keep your shelves stacked with the irresistible flavors that customers love. Don't miss out on satisfying cravings with every creamy, chocolaty bite. Order now and watch them fly off the shelves!",Worldwide Snacks INC,,"","",false,Title,Default Title,,,,,,,,,0.0,shopify,0,deny,manual,5.00,,true,true,,https://cdn.shopify.com/s/files/1/0955/7111/6310/files/bc8895583c7787dd597ced0588f1576a8ddcca4d058a7e8f1eed991a3f772831.png?v=1757014593,1,"",false,,,,lb,,2.50,draft
oreo-80g-100g-south-korea-cinnamon-bun,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0955/7111/6310/files/db6b6c4b526b7456ccb2c0923891147a30da85d623d7f0891e5e4d00f9dc4d20.png?v=1757014595,2,"",,,,,,,,
oreo-80g-100g-south-korea-cinnamon-bun,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0955/7111/6310/files/704ef1c377bfa8b80d23985fbb7c4343ee8722fc5525cffe77ecf4df9e0260d1.png?v=1757014594,3,"",,,,,,,,
oreo-80g-100g-south-korea-cinnamon-bun,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0955/7111/6310/files/d5e7e73638433a3f48f7c87546010319314f2586190e7d201ed03fcd3bf145ac.png?v=1757014594,4,"",,,,,,,,
oreo-80g-100g-south-korea-cinnamon-bun,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0955/7111/6310/files/a1f2c6667c1d575a777acf0ecacb8e8a05bedf57461321083ee367d01713e57e.png?v=1757014594,5,"",,,,,,,,
oreo-80g-100g-south-korea-cinnamon-bun,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0955/7111/6310/files/ce1a089e38e5ff0e1143fba81cb65befdfe463fdc1ee8e9a8acd051c3be2a714.png?v=1757014595,6,"",,,,,,,,
oreo-80g-100g-south-korea-cinnamon-bun,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0955/7111/6310/files/069543b7f1f1a1e5df003d5a1a38d618fab632b7e273f21c728acf4ea0287d0f.jpg?v=1757014594,7,"",,,,,,,,
oreo-80g-100g-south-korea-cinnamon-bun,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0955/7111/6310/files/320d582e9a62d056ce8b6c4b17c09fd1da0354f53084d419b7f06b558b50b515.jpg?v=1757014594,8,"",,,,,,,,
doritos-spicy-garlic-68g-taiwan,Doritos Spicy Garlic 68g (TAIWAN),"Ignite your snack offerings with Doritos Spicy Garlic from Taiwan, a bold and exotic twist on the classic tortilla chip. Infused with the fiery heat of cayenne pepper and the rich, aromatic punch of garlic, these crunchy corn chips deliver an unforgettable flavor experience inspired by the vibrant street food culture of Taiwan.

Perfect for adventurous eaters, this limited-edition treat combines a satisfying crunch with a harmonious blend of spice and savory goodness. Packaged in eye-catching 68g bags, they’re ideal for retail shelves, snack aisles, or curated gift boxes. Stock up on this unique, globally-inspired snack to captivate customers craving something daring and delicious!",Worldwide Snacks INC,,"","",false,Title,Default Title,,,,,,,,,0.0,shopify,0,deny,manual,6.50,,true,true,,https://cdn.shopify.com/s/files/1/0955/7111/6310/files/32dd341be07931384b62450fa7a7b6d0ce8102420f8592302a82334e99c8c573.png?v=1757014591,1,"",false,,,,lb,,3.25,draft
lays-34g-taiwan-fried-chicken,Lay's 34g (TAIWAN): Fried Chicken,"34g x 12  (PRODUCT OF TAIWAN) 

Introducing our best-selling Lay's Chips from Taiwan! These crispy delights are a must-have for any snack aisle. Stock up wholesale and keep your shelves stacked with the irresistible flavors that customers love. Don't miss out on satisfying cravings with every crunchy bite. Order now and watch them fly off the shelves!",Worldwide Snacks INC,,"","",false,Title,Default Title,,,,,,,,,136.077711,shopify,0,deny,manual,5.00,,true,true,,https://cdn.shopify.com/s/files/1/0955/7111/6310/files/e4fdbaddf956266c70456d84b40e3ff75e90030c8967ececbc756aeb006f9187_8fa50b99-0d78-4ed5-b113-9112892cdb38.png?v=1757014588,1,"",false,,,,lb,,2.50,draft
lays-34g-taiwan-fried-chicken,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0955/7111/6310/files/e08b3a048767e9122f419419582ac37f53dcc51ec02d871badeaff3e05baa597_5940d983-614b-4020-8680-02b3f8ff268f.png?v=1757014589,2,"",,,,,,,,
lays-34g-taiwan-fried-chicken,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0955/7111/6310/files/251cac4f38e202ed9f4f3f9e11d00596a3627846e7912d0598a4cf5d09ae2378_c3e6c31c-fae7-4a75-bd6e-daecbb904c7d.png?v=1757014591,3,"",,,,,,,,
lays-34g-taiwan-fried-chicken,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0955/7111/6310/files/fb517b1571c3cfd86f7685bdb74b9015dde96978703dc8de422655d8063134e4_3000a686-cf03-4dc4-b778-b2152e126c47.png?v=1757014589,4,"",,,,,,,,
lays-34g-taiwan-fried-chicken,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0955/7111/6310/files/eef3e1b43eb19c324bf06e92fc7f43b0add17a7c3d159b767450883cd65af6db_5f0e9f35-577e-4062-be29-69f63861d6ef.png?v=1757014589,5,"",,,,,,,,
lays-34g-taiwan-fried-chicken,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0955/7111/6310/files/6d08900e0e4ed08d14bb1480477488b00d931a7d6d67587fffdeaa90d5d83e31_7038bf82-32f7-40cb-9a8c-bfe86a1d8f62.png?v=1757014589,6,"",,,,,,,,
lays-34g-taiwan-fried-chicken,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0955/7111/6310/files/7bf2c894b9f105f99d6d93469f9cbdb560ee7e8aa15323b7c03c534619589241_ca769e71-11c5-45d8-89a1-ab331cbb3216.png?v=1757014589,7,"",,,,,,,,
lays-34g-taiwan-fried-chicken,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0955/7111/6310/files/bd4afdeb627ec273085d1ca1c96ec907f1032aae62efcc512ae815bd86d174bd_b5a9c7e4-e87d-4ba1-8b7c-3a98320093b2.png?v=1757014589,8,"",,,,,,,,
lays-34g-taiwan-fried-chicken,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0955/7111/6310/files/ea4eaae9d79f12acbc18f046918fc46f742845acb988a64bb6842033a7ab0fcf_c25f7df4-1a78-4c47-b950-faf33c2e4203.png?v=1757014589,9,"",,,,,,,,
lays-34g-taiwan-fried-chicken,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0955/7111/6310/files/4827159af356ff8d6606658a37f9c9dac0e444b98e056278ac92ff37b4689fe2_16b45538-2923-4cb7-ad45-248967262a93.png?v=1757014589,10,"",,,,,,,,
lays-34g-taiwan-fried-chicken,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0955/7111/6310/files/61c4de1fb797ad6f16971b43d06243922d17fea1483180ef9dbaee720ec19559_c5e18000-9035-4178-8733-1a57d6bf2ea3.jpg?v=1757014589,11,"",,,,,,,,
lays-34g-taiwan-fried-chicken,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0955/7111/6310/files/ed6f0b4d90efb53debb33fb1f196c4300a65fba5a0df1151c3f6144b599d5ea3_07222095-3f55-4132-a029-f9fb91195fd1.png?v=1757014589,12,"",,,,,,,,
lays-34g-taiwan-fried-chicken,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0955/7111/6310/files/e3c683809d5c46594ce6f028753f65cdf25df031267ad380515da2c1f59a8bbc_2485864e-3892-4947-8e1f-6ef4c0c3d3ef.png?v=1757014589,13,"",,,,,,,,
lays-34g-taiwan-fried-chicken,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0955/7111/6310/files/11d9f6e7184ea9034524b6974b68869099c1ca443689b5da4bb7f1d4a5a4734d_14239e48-846c-43f9-b48f-d3e43255779b.png?v=1757014589,14,"",,,,,,,,
lays-34g-taiwan-fried-chicken,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0955/7111/6310/files/c0fb6102598b8ba24c554f5c5e8e2da9cadf8d6ced1cb5c176e9d903b6f51dfe_f0c79447-a8f4-4c85-a062-0ea58de90396.jpg?v=1757014589,15,"",,,,,,,,
lays-34g-taiwan-fried-chicken,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0955/7111/6310/files/842c477867d3c4ba807d438dca5c7466307a8ae3de24f8cc00155a1ec21936de_a5d54b84-966d-402b-8ca8-7a6b11c41e49.png?v=1757014589,16,"",,,,,,,,
lays-34g-taiwan-fried-chicken,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0955/7111/6310/files/221cdb3804cd34479de761a2d31345cb240837db6546b07ca91999c9eb1337af_7c0d584f-a56d-48d2-9dfc-9a99665c924e.jpg?v=1757014589,17,"",,,,,,,,
lays-34g-taiwan-grilled-ribs,Lay's 34g (TAIWAN): Grilled Ribs,"34g x 12  (PRODUCT OF TAIWAN) 

Introducing our best-selling Lay's Chips from Taiwan! These crispy delights are a must-have for any snack aisle. Stock up wholesale and keep your shelves stacked with the irresistible flavors that customers love. Don't miss out on satisfying cravings with every crunchy bite. Order now and watch them fly off the shelves!",Worldwide Snacks INC,,"","",false,Title,Default Title,,,,,,,,,136.077711,shopify,0,deny,manual,5.00,,true,true,,https://cdn.shopify.com/s/files/1/0955/7111/6310/files/fb517b1571c3cfd86f7685bdb74b9015dde96978703dc8de422655d8063134e4_03aca0f4-11e2-4c90-87e9-f1f075908a8f.png?v=1757014584,1,"",false,,,,lb,,2.50,draft
lays-34g-taiwan-grilled-ribs,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0955/7111/6310/files/e08b3a048767e9122f419419582ac37f53dcc51ec02d871badeaff3e05baa597_752fc4c0-e0c7-42a7-8309-a329a430f2d3.png?v=1757014586,2,"",,,,,,,,
lays-34g-taiwan-grilled-ribs,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0955/7111/6310/files/251cac4f38e202ed9f4f3f9e11d00596a3627846e7912d0598a4cf5d09ae2378.png?v=1757014587,3,"",,,,,,,,
lays-34g-taiwan-grilled-ribs,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0955/7111/6310/files/e4fdbaddf956266c70456d84b40e3ff75e90030c8967ececbc756aeb006f9187_b1bf2afc-ba66-4724-b080-29f39a111ab7.png?v=1757014586,4,"",,,,,,,,
lays-34g-taiwan-grilled-ribs,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0955/7111/6310/files/eef3e1b43eb19c324bf06e92fc7f43b0add17a7c3d159b767450883cd65af6db_715453cf-f4c5-4fae-abc4-d1d819c080d3.png?v=1757014586,5,"",,,,,,,,
lays-34g-taiwan-grilled-ribs,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0955/7111/6310/files/6d08900e0e4ed08d14bb1480477488b00d931a7d6d67587fffdeaa90d5d83e31_71881b6c-958e-4d7f-9fe2-0c9b0430223b.png?v=1757014586,6,"",,,,,,,,
lays-34g-taiwan-grilled-ribs,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0955/7111/6310/files/7bf2c894b9f105f99d6d93469f9cbdb560ee7e8aa15323b7c03c534619589241_65d2fbe6-9f35-4dd0-bd85-a2416a122c89.png?v=1757014586,7,"",,,,,,,,
lays-34g-taiwan-grilled-ribs,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0955/7111/6310/files/bd4afdeb627ec273085d1ca1c96ec907f1032aae62efcc512ae815bd86d174bd_dc63fd74-ba74-49ca-ac72-75e1cd0953ee.png?v=1757014587,8,"",,,,,,,,
lays-34g-taiwan-grilled-ribs,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0955/7111/6310/files/ea4eaae9d79f12acbc18f046918fc46f742845acb988a64bb6842033a7ab0fcf_32a019ac-2745-4ea8-ac30-af997050ec4e.png?v=1757014586,9,"",,,,,,,,
lays-34g-taiwan-grilled-ribs,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0955/7111/6310/files/4827159af356ff8d6606658a37f9c9dac0e444b98e056278ac92ff37b4689fe2_991f65bd-aa27-4362-bd03-2732507e4e3e.png?v=1757014587,10,"",,,,,,,,
lays-34g-taiwan-grilled-ribs,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0955/7111/6310/files/61c4de1fb797ad6f16971b43d06243922d17fea1483180ef9dbaee720ec19559_cff456ad-765f-4f95-a080-dc9783de65f8.jpg?v=1757014586,11,"",,,,,,,,
lays-34g-taiwan-grilled-ribs,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0955/7111/6310/files/ed6f0b4d90efb53debb33fb1f196c4300a65fba5a0df1151c3f6144b599d5ea3_4fbad7ef-5189-481b-b1d9-5a0d5a443776.png?v=1757014586,12,"",,,,,,,,
lays-34g-taiwan-grilled-ribs,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0955/7111/6310/files/e3c683809d5c46594ce6f028753f65cdf25df031267ad380515da2c1f59a8bbc_2018b794-95e0-4cf3-8c88-7de893140e76.png?v=1757014586,13,"",,,,,,,,
lays-34g-taiwan-grilled-ribs,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0955/7111/6310/files/11d9f6e7184ea9034524b6974b68869099c1ca443689b5da4bb7f1d4a5a4734d_c03243f9-c2ad-460e-ac3a-d6df703b3658.png?v=1757014586,14,"",,,,,,,,
lays-34g-taiwan-grilled-ribs,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0955/7111/6310/files/c0fb6102598b8ba24c554f5c5e8e2da9cadf8d6ced1cb5c176e9d903b6f51dfe_3adabaf4-1c7b-4044-933c-a3bced2e6d97.jpg?v=1757014586,15,"",,,,,,,,
lays-34g-taiwan-grilled-ribs,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0955/7111/6310/files/842c477867d3c4ba807d438dca5c7466307a8ae3de24f8cc00155a1ec21936de_d4c41e8a-ba82-482e-834a-c5269e4bf7ee.png?v=1757014586,16,"",,,,,,,,
lays-34g-taiwan-grilled-ribs,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0955/7111/6310/files/221cdb3804cd34479de761a2d31345cb240837db6546b07ca91999c9eb1337af_eb08cc59-9bf2-4e59-8eee-d65d407bfc35.jpg?v=1757014586,17,"",,,,,,,,
coca-cola-500ml-china-peach,Coca-Cola 500ml (CHINA): Peach,"500ml x 12 (PRODUCT OF CHINA)

Quench thirsts with the iconic taste of Coca-Cola imported straight from China. Our wholesale offering ensures shelves stay stocked with this beloved beverage. Order now to provide customers with the refreshing fizz and classic flavor they crave.

*CONSUMER PRODUCTS FROM CHINA ARE LABELED WITH PRODUCTION DATES, NOT EXPIRATION. PLEASE REFER TO THE LABEL FOR PRODUCT SHELF LIFE*",Worldwide Snacks INC,,"","",false,Title,Default Title,,,,,,,,,0.0,shopify,0,deny,manual,5.00,,true,true,,https://cdn.shopify.com/s/files/1/0955/7111/6310/files/f1df69b30a3491cc4f12b7bcf06268d557b1935d33e27493d2af39b29f8396b6.png?v=1757014583,1,"",false,,,,lb,,2.50,draft
coca-cola-500ml-china-peach,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0955/7111/6310/files/d0f7501c3a9d3dec0383bc1b0b900b10907d08b67e8385b7f59e5847ab8628ae.png?v=1757014583,2,"",,,,,,,,
coca-cola-500ml-china-peach,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0955/7111/6310/files/ea7c67e90414f7766ec7e182e21769815da20ced996777c17c6704470c473cf2.png?v=1757014583,3,"",,,,,,,,
coca-cola-500ml-china-peach,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0955/7111/6310/files/7a61a14f28a997890af10bee16cafbd44e4b28f132ff462715fefc15dd270b5c.png?v=1757014584,4,"",,,,,,,,
lays-34g-taiwan-kobe-steak,Lay's 34g (TAIWAN): Kobe Steak,"34g x 12  (PRODUCT OF TAIWAN) 

Introducing our best-selling Lay's Chips from Taiwan! These crispy delights are a must-have for any snack aisle. Stock up wholesale and keep your shelves stacked with the irresistible flavors that customers love. Don't miss out on satisfying cravings with every crunchy bite. Order now and watch them fly off the shelves!",Worldwide Snacks INC,,"","",false,Title,Default Title,,,,,,,,,136.077711,shopify,0,deny,manual,5.00,,true,true,,https://cdn.shopify.com/s/files/1/0955/7111/6310/files/e08b3a048767e9122f419419582ac37f53dcc51ec02d871badeaff3e05baa597.png?v=1757014581,1,"",false,,,,lb,,2.50,draft
